,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,value of product
12350,winchester,5499,2008.0,honda,fit ex hatchback 4d,excellent,4 cylinders,gas,109000.0,clean,automatic,fwd,hatchback,blue,3
12351,winchester,5750,2011.0,honda,fit sport,excellent,4 cylinders,gas,143819.0,clean,automatic,fwd,hatchback,blue,3
12352,winchester,3477,2005.0,ford,focus,excellent,6 cylinders,gas,92326.0,clean,automatic,4wd,sedan,white,2
12353,winchester,17895,2011.0,ram,1500,excellent,8 cylinders,gas,82420.0,clean,automatic,4wd,pickup,red,2
12354,winchester,3990,2002.0,honda,accord se,excellent,4 cylinders,gas,141000.0,clean,automatic,fwd,sedan,red,3
12355,winchester,27995,2018.0,acura,tlx,excellent,6 cylinders,gas,47180.0,clean,automatic,4wd,sedan,white,2
12356,winchester,25000,2017.0,audi,a4 2.0t premium plus,excellent,4 cylinders,gas,36700.0,clean,automatic,4wd,sedan,red,2
12357,winchester,11999,2014.0,chevrolet,malibu,excellent,4 cylinders,gas,77726.0,clean,automatic,4wd,sedan,custom,1
12358,winchester,13999,2016.0,gmc,terrain awd,excellent,4 cylinders,gas,84120.0,clean,automatic,4wd,SUV,black,1
12359,winchester,9295,2016.0,ford,fiesta se,excellent,4 cylinders,gas,36139.0,clean,automatic,4wd,sedan,blue,1
12360,winchester,15987,2017.0,ford,escape awd,excellent,4 cylinders,gas,50871.0,clean,automatic,4wd,SUV,grey,1
12361,winchester,22995,2016.0,toyota,highlander,excellent,6 cylinders,gas,33120.0,clean,automatic,4wd,wagon,black,1
12362,winchester,6990,2016.0,hyundai,elantra,excellent,4 cylinders,gas,121493.0,clean,automatic,fwd,hatchback,silver,3
12363,winchester,10795,2016.0,audi,a3,excellent,6 cylinders,gas,89238.0,clean,automatic,4wd,sedan,black,1
12364,winchester,18495,2016.0,honda,cr-v,excellent,6 cylinders,gas,44151.0,clean,automatic,4wd,SUV,silver,2
12365,winchester,33000,2015.0,ford,f150 lariat,like new,6 cylinders,gas,60000.0,clean,automatic,4wd,truck,black,1
12366,winchester,3500,2004.0,ford,f-150,excellent,6 cylinders,diesel,185000.0,clean,automatic,4wd,SUV,white,2
12367,winchester,6995,2008.0,honda,odyssey,excellent,6 cylinders,gas,119160.0,clean,automatic,fwd,mini-van,white,3
12368,winchester,7495,2012.0,ford,focus,excellent,4 cylinders,gas,78600.0,clean,automatic,fwd,hatchback,white,3
12369,winchester,14999,2006.0,ford,f-350,excellent,6 cylinders,diesel,179934.0,clean,automatic,4wd,other,white,2
12370,winchester,6999,2005.0,gmc,yukon denali,excellent,8 cylinders,gas,141000.0,clean,automatic,4wd,SUV,grey,1
12371,winchester,6995,2015.0,hyundai,elantra,excellent,4 cylinders,gas,89173.0,clean,automatic,fwd,sedan,black,3
12372,winchester,13999,2005.0,ford,f-250 super duty,excellent,6 cylinders,diesel,189492.0,clean,automatic,4wd,truck,white,2
12373,winchester,24999,2012.0,ford,f-250,excellent,6 cylinders,other,133753.0,clean,automatic,4wd,pickup,silver,2
12374,winchester,8495,2015.0,toyota,corolla,excellent,4 cylinders,gas,109220.0,clean,automatic,fwd,sedan,white,3
12375,winchester,11995,2015.0,kia,optima,excellent,4 cylinders,gas,68470.0,clean,automatic,fwd,sedan,white,3
12376,winchester,15995,2008.0,jeep,wrangler unlimi,excellent,6 cylinders,gas,102539.0,clean,automatic,4wd,SUV,red,2
12377,winchester,6995,2008.0,ford,edge,excellent,6 cylinders,gas,125120.0,clean,automatic,fwd,SUV,silver,3
12378,winchester,14995,2003.0,jeep,wrangler,excellent,6 cylinders,gas,52000.0,clean,automatic,4wd,SUV,silver,2
12379,winchester,4100,2005.0,toyota,sienna,like new,6 cylinders,gas,150201.0,clean,automatic,4wd,SUV,white,2
12380,winchester,18995,2011.0,jeep,wrangler unlimi,excellent,6 cylinders,gas,102083.0,clean,automatic,4wd,SUV,green,1
12381,winchester,14799,2012.0,chevrolet,avalanche ltz 4x4,excellent,8 cylinders,gas,151777.0,clean,automatic,4wd,truck,black,1
12382,winchester,7700,2010.0,jeep,liberty reneged 4x4,excellent,6 cylinders,gas,111888.0,clean,automatic,4wd,SUV,blue,1
12383,winchester,3688,2003.0,chevrolet,trailblazer,excellent,6 cylinders,gas,213730.0,clean,automatic,fwd,SUV,grey,3
12384,winchester,5700,2009.0,toyota,avalon xls,excellent,6 cylinders,gas,177000.0,clean,automatic,fwd,sedan,grey,3
12385,winchester,14999,2019.0,kia,forte,like new,4 cylinders,gas,22587.0,clean,automatic,4wd,sedan,white,2
12386,winchester,14660,2017.0,nissan,rogue awd,excellent,4 cylinders,gas,55002.0,clean,automatic,4wd,SUV,black,1
12387,winchester,18299,2015.0,chevrolet,silverado 1500,excellent,6 cylinders,gas,107291.0,clean,automatic,4wd,pickup,silver,2
12388,winchester,23999,2014.0,mercedes-benz,cls awd,excellent,8 cylinders,gas,95179.0,clean,automatic,4wd,sedan,black,1
12389,winchester,2500,1999.0,chevrolet,blazer,good,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
12390,winchester,6895,2010.0,dodge,journey r/t,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
12391,winchester,6750,2002.0,buick,rendezvous,excellent,6 cylinders,gas,49000.0,clean,automatic,4wd,SUV,brown,1
12392,winchester,6750,2005.0,subaru,impreza,excellent,4 cylinders,gas,69000.0,clean,manual,4wd,wagon,blue,1
12393,winchester,6995,2007.0,honda,cr-v,excellent,4 cylinders,gas,157000.0,clean,automatic,4wd,SUV,blue,1
12394,winchester,4250,2007.0,toyota,prius,excellent,4 cylinders,hybrid,99185.07784431137,clean,automatic,4wd,SUV,white,2
12395,winchester,6750,2008.0,honda,cr-v ex,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
12396,winchester,7495,2010.0,honda,crv,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
12397,winchester,7495,2011.0,subaru,outback,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
12398,winchester,5750,2007.0,subaru,forester x,excellent,4 cylinders,gas,99185.07784431137,clean,manual,4wd,SUV,white,2
12399,winchester,5995,2006.0,bmw,3-series,excellent,6 cylinders,gas,109000.0,clean,automatic,rwd,sedan,blue,1
12400,winchester,15290,2016.0,jeep,compass 4wd,excellent,4 cylinders,gas,24691.0,clean,automatic,4wd,SUV,black,1
12401,winchester,8990,2011.0,volvo,xc90 awd,excellent,6 cylinders,gas,119000.0,clean,automatic,4wd,SUV,grey,1
12402,winchester,3195,2008.0,ford,focus se,good,4 cylinders,gas,126265.0,clean,manual,fwd,sedan,silver,3
12403,winchester,3990,2010.0,chevrolet,cobalt lt,excellent,4 cylinders,gas,60340.0,clean,automatic,fwd,sedan,silver,3
12404,winchester,4777,2008.0,chevrolet,impala,excellent,6 cylinders,other,116137.0,clean,automatic,4wd,sedan,grey,1
12405,winchester,17450,2011.0,gmc,sierra slt 4x4,excellent,8 cylinders,gas,118566.0,clean,automatic,4wd,truck,white,2
12406,winchester,9000,2003.0,ford,f250 super duty,good,8 cylinders,diesel,147000.0,clean,automatic,4wd,truck,white,2
12407,winchester,7990,2011.0,kia,sorento awd,excellent,4 cylinders,gas,104807.0,clean,automatic,4wd,SUV,white,2
12408,winchester,4990,1997.0,chevrolet,camaro rs,excellent,6 cylinders,gas,87259.0,clean,automatic,rwd,coupe,red,2
12409,winchester,10500,2004.0,infiniti,g35 coupe,excellent,6 cylinders,gas,90400.0,clean,manual,rwd,coupe,black,1
12410,winchester,4900,2006.0,jeep,liberty limited 4x4,excellent,6 cylinders,gas,153000.0,clean,automatic,4wd,SUV,black,1
12411,winchester,4600,2006.0,chrysler,town & country touring,excellent,6 cylinders,gas,132000.0,clean,automatic,fwd,mini-van,blue,3
12412,winchester,4990,2004.0,jeep,liberty,excellent,6 cylinders,gas,101301.0,clean,automatic,4wd,SUV,green,1
12413,winchester,8100,2001.0,jeep,grand cherokee limited,good,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,grey,1
12414,winchester,20495,2013.0,gmc,sierra 4x4,excellent,8 cylinders,gas,84098.0,clean,automatic,4wd,pickup,silver,2
12415,winchester,5990,2013.0,chrysler,200 touring,excellent,4 cylinders,gas,81259.0,clean,automatic,fwd,sedan,blue,3
12416,winchester,16000,2016.0,chrysler,200 s,like new,4 cylinders,gas,40500.0,clean,automatic,fwd,sedan,red,3
12417,winchester,5450,2001.0,nissan,xterra 4x4,excellent,6 cylinders,gas,80765.0,clean,automatic,4wd,SUV,silver,2
12418,winchester,3000,2006.0,mercedes-benz,c-class,good,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,sedan,blue,1
12419,winchester,15000,2014.0,jeep,cherokee limited,like new,6 cylinders,gas,40100.0,clean,automatic,4wd,SUV,white,2
12420,winchester,15499,2014.0,gmc,acadia slt,excellent,6 cylinders,gas,110754.0,clean,automatic,4wd,SUV,white,2
12421,winchester,10500,2007.0,ram,f-150,good,6 cylinders,diesel,225000.0,clean,manual,4wd,truck,silver,2
12422,winchester,5490,2009.0,chevrolet,equinox awd,excellent,6 cylinders,gas,111685.0,clean,automatic,4wd,SUV,silver,2
12423,winchester,10990,2016.0,mercedes-benz,metris passenger van,excellent,4 cylinders,gas,146007.0,clean,automatic,rwd,mini-van,white,3
12424,winchester,9200,2015.0,dodge,grand caravan se,excellent,6 cylinders,gas,103831.0,clean,automatic,fwd,mini-van,blue,3
12425,winchester,11995,2010.0,dodge,challenger se,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
12426,winchester,13999,2014.0,buick,enclave,excellent,6 cylinders,gas,99443.0,clean,automatic,4wd,SUV,grey,1
12427,winchester,4400,2004.0,mazda,tribute lx,excellent,6 cylinders,gas,134000.0,clean,automatic,4wd,SUV,green,1
12428,winchester,7750,2007.0,toyota,sienna xle,excellent,6 cylinders,gas,148000.0,clean,automatic,4wd,mini-van,red,2
12429,winchester,8990,2012.0,chrysler,town and country,excellent,6 cylinders,gas,116952.0,clean,automatic,fwd,mini-van,black,3
12430,winchester,16450,2008.0,ford,f250 diesel 4x4,excellent,8 cylinders,diesel,108.0,clean,automatic,4wd,pickup,black,1
12431,winchester,17999,2017.0,subaru,outback awd,excellent,4 cylinders,gas,62615.0,clean,automatic,4wd,hatchback,white,2
12432,winchester,16999,2016.0,nissan,murano awd,excellent,6 cylinders,gas,48479.0,clean,automatic,4wd,SUV,black,1
12433,winchester,15495,2018.0,dodge,grand caravan,excellent,6 cylinders,gas,48023.0,clean,automatic,4wd,mini-van,red,2
12434,winchester,17480,2014.0,ram,1500 4x4,excellent,8 cylinders,gas,116329.0,clean,automatic,4wd,pickup,grey,1
12435,winchester,28995,2016.0,ford,f350 super duty,excellent,6 cylinders,gas,120000.0,clean,automatic,4wd,SUV,white,2
12436,winchester,3000,2003.0,chrysler,pt cruiser low miles,good,4 cylinders,gas,99185.07784431137,clean,automatic,fwd,hatchback,grey,3
12437,winchester,7899,2012.0,chrysler,town & country,excellent,6 cylinders,gas,130000.0,clean,automatic,4wd,SUV,white,2
12438,winchester,34995,2013.0,ford,f350 super duty,excellent,6 cylinders,diesel,122000.0,clean,automatic,4wd,SUV,white,2
12439,winchester,24995,2008.0,ford,f250 super duty,excellent,6 cylinders,diesel,122000.0,clean,automatic,4wd,SUV,white,2
12440,winchester,10995,2011.0,volvo,c70 convertible,excellent,6 cylinders,gas,84900.0,clean,automatic,fwd,convertible,white,3
12441,winchester,2795,2002.0,toyota,sienna,excellent,6 cylinders,gas,154000.0,clean,automatic,4wd,mini-van,blue,1
12442,winchester,10990,2010.0,ford,f150 4x4,excellent,8 cylinders,gas,162440.0,clean,automatic,4wd,truck,blue,1
12443,winchester,3500,2008.0,mazda,cx-9,excellent,6 cylinders,gas,188321.0,clean,automatic,4wd,SUV,blue,1
12444,winchester,3477,2007.0,nissan,altima,excellent,6 cylinders,gas,212278.0,clean,automatic,fwd,sedan,silver,3
12445,winchester,6999,2009.0,ford,mustang gt premium,excellent,6 cylinders,gas,107210.0,clean,automatic,fwd,coupe,grey,3
12446,winchester,2400,2004.0,toyota,camry solara se,excellent,4 cylinders,gas,148155.0,clean,automatic,fwd,coupe,silver,3
12447,winchester,25495,2014.0,ram,1500,excellent,6 cylinders,gas,65519.0,clean,automatic,4wd,pickup,white,2
12448,winchester,14995,2014.0,honda,odyssey,excellent,6 cylinders,gas,98944.0,clean,automatic,4wd,mini-van,white,2
12449,winchester,21480,2016.0,chevrolet,silverado 1500,excellent,6 cylinders,gas,93391.0,clean,automatic,4wd,pickup,white,2
12450,winchester,8495,2014.0,hyundai,sonata,excellent,4 cylinders,gas,98986.0,clean,automatic,fwd,sedan,black,3
12451,winchester,15995,2016.0,toyota,camry,excellent,4 cylinders,gas,36015.0,clean,automatic,fwd,sedan,black,3
12452,winchester,8495,2005.0,toyota,4runner,excellent,6 cylinders,gas,155858.0,clean,automatic,4wd,SUV,white,2
12453,winchester,12495,2012.0,honda,crosstour,excellent,6 cylinders,gas,82838.0,clean,automatic,4wd,SUV,white,2
12454,winchester,25995,2013.0,jeep,grand cherokee,excellent,6 cylinders,gas,95756.0,clean,automatic,4wd,SUV,black,1
12455,winchester,3500,2004.0,honda,civic lx,good,4 cylinders,gas,166000.0,clean,manual,fwd,sedan,green,3
12456,winchester,7495,2005.0,subaru,baja,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
12457,winchester,12995,2009.0,toyota,tacoma,excellent,6 cylinders,gas,115832.0,clean,automatic,rwd,pickup,white,2
12458,winchester,12995,2017.0,chevrolet,cruze,excellent,4 cylinders,gas,24335.0,clean,automatic,fwd,hatchback,silver,3
12459,winchester,15995,2016.0,nissan,rogue,excellent,4 cylinders,gas,24432.0,clean,automatic,4wd,SUV,silver,2
12460,winchester,4977,2009.0,volkswagen,jetta,excellent,6 cylinders,gas,73608.0,clean,automatic,4wd,sedan,silver,2
12461,winchester,6995,2012.0,dodge,grand caravan,excellent,6 cylinders,gas,115400.0,clean,automatic,fwd,mini-van,white,3
12462,winchester,10995,2013.0,honda,cr-v,excellent,4 cylinders,gas,125619.0,clean,automatic,fwd,SUV,white,3
12463,winchester,8999,2003.0,mercedes-benz,sl,excellent,8 cylinders,gas,120795.0,clean,automatic,rwd,convertible,white,2
12464,winchester,12995,2009.0,ford,f-250 super duty,excellent,8 cylinders,gas,148000.0,clean,automatic,4wd,pickup,white,2
12465,winchester,7250,2010.0,dodge,grand caravan,excellent,6 cylinders,gas,129000.0,clean,automatic,fwd,mini-van,black,3
12466,winchester,9749,2014.0,subaru,forester,excellent,4 cylinders,gas,126000.0,clean,automatic,4wd,wagon,green,1
12467,winchester,14450,2012.0,toyota,camry,excellent,4 cylinders,gas,40000.0,clean,automatic,fwd,sedan,silver,3
12468,winchester,4450,2002.0,mitsubishi,montero sport,excellent,6 cylinders,gas,140000.0,clean,automatic,4wd,SUV,white,2
12469,winchester,3400,2005.0,chevrolet,uplander lt,excellent,6 cylinders,gas,141937.0,clean,automatic,fwd,mini-van,custom,3
12470,winchester,2300,2002.0,jeep,grand cherokee laredo,excellent,8 cylinders,gas,140000.0,clean,automatic,4wd,SUV,white,2
12471,winchester,6477,2012.0,nissan,altima,excellent,6 cylinders,gas,87785.0,clean,automatic,fwd,sedan,silver,3
12472,winchester,5977,2005.0,toyota,highlander,excellent,6 cylinders,gas,153894.0,clean,automatic,4wd,wagon,silver,2
12473,winchester,3500,2004.0,subaru,forester xt,good,4 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
12474,winchester,16795,2013.0,gmc,yukon,excellent,6 cylinders,other,125578.0,clean,automatic,4wd,SUV,black,1
12475,winchester,23995,2014.0,chevrolet,silverado,excellent,6 cylinders,gas,96000.0,clean,automatic,4wd,SUV,white,2
12476,winchester,16995,2016.0,hyundai,santa fe,excellent,6 cylinders,gas,85347.0,clean,automatic,fwd,wagon,white,3
12477,winchester,2500,2003.0,mazda,b2300,excellent,6 cylinders,gas,99185.07784431137,clean,manual,4wd,SUV,white,2
12478,winchester,4000,2005.0,jeep,liberty limited 4x4,good,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,red,2
12479,winchester,1900,2004.0,dodge,intrepid,good,6 cylinders,gas,214536.0,clean,automatic,fwd,sedan,white,3
12480,winchester,15495,2016.0,ford,transit,excellent,6 cylinders,gas,101624.0,clean,automatic,4wd,van,white,2
12481,winchester,4250,2010.0,chevrolet,cobalt,like new,4 cylinders,gas,140000.0,clean,automatic,fwd,sedan,red,3
12482,winchester,7250,2012.0,dodge,journey sxt,excellent,6 cylinders,gas,123808.0,clean,automatic,4wd,SUV,silver,2
12483,winchester,8000,2008.0,jeep,liberty,good,6 cylinders,gas,104073.0,lien,automatic,4wd,SUV,black,1
12484,winchester,5477,2007.0,cadillac,cts,excellent,6 cylinders,gas,101565.0,clean,automatic,4wd,sedan,grey,1
12485,winchester,6000,2013.0,ford,f-150,good,6 cylinders,gas,194000.0,clean,automatic,rwd,pickup,white,2
12486,winchester,8977,2013.0,ford,e-250,excellent,6 cylinders,other,171032.0,clean,automatic,fwd,van,white,3
12487,winchester,4990,2005.0,toyota,highlander,good,6 cylinders,gas,151000.0,clean,automatic,4wd,SUV,white,2
12488,winchester,28995,2006.0,bmw,m3 2006 smg convertible,like new,6 cylinders,gas,24750.0,clean,other,rwd,convertible,red,2
12489,winchester,7990,2008.0,dodge,dakota crew cab,excellent,6 cylinders,gas,137309.0,clean,automatic,4wd,truck,silver,2
12490,winchester,5490,2007.0,honda,odyssey ex-l,excellent,6 cylinders,gas,140302.0,clean,automatic,fwd,mini-van,silver,3
12491,winchester,10495,2013.0,ford,edge,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
12492,winchester,4495,2008.0,honda,civic,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
12493,winchester,4495,2008.0,toyota,prius,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
12494,winchester,14450,2012.0,toyota,camry,excellent,4 cylinders,gas,40000.0,clean,automatic,fwd,sedan,silver,3
12495,winchester,7100,2010.0,subaru,outback,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
12496,winchester,13995,2014.0,jeep,grand cherokee limited 4x4,good,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
12497,winchester,6377,2008.0,honda,accord,excellent,6 cylinders,gas,135723.0,clean,automatic,4wd,coupe,black,1
12498,winchester,3990,2002.0,jeep,liberty sport,excellent,6 cylinders,gas,133000.0,clean,automatic,rwd,SUV,silver,2
12499,winchester,6177,2012.0,nissan,altima,excellent,6 cylinders,gas,91173.0,clean,automatic,fwd,sedan,silver,3
12500,winchester,24900,2008.0,ford,F550 Diesel dump 4x4,excellent,8 cylinders,diesel,59000.0,clean,automatic,4wd,SUV,white,2
12501,winchester,15890,2015.0,bmw,528i,like new,4 cylinders,gas,68410.0,clean,automatic,rwd,sedan,blue,1
12502,winchester,5900,2013.0,dodge,grand caravan sxt,excellent,6 cylinders,gas,141967.0,clean,automatic,fwd,mini-van,silver,3
12503,winchester,2500,2005.0,ford,focus zx3,good,4 cylinders,gas,99185.07784431137,clean,manual,fwd,hatchback,black,3
12504,winchester,29995,2011.0,chevrolet,silverado 2500,excellent,6 cylinders,diesel,124000.0,clean,automatic,4wd,SUV,white,2
12505,winchester,5999,2007.0,hyundai,santa fe limited awd,excellent,6 cylinders,gas,109000.0,clean,automatic,4wd,SUV,black,1
12506,winchester,6500,2009.0,honda,odyssey exl,excellent,6 cylinders,gas,146445.0,clean,automatic,fwd,mini-van,silver,3
12507,winchester,6990,2016.0,hyundai,elantra,excellent,4 cylinders,gas,121493.0,clean,automatic,fwd,hatchback,silver,3
12508,winchester,8490,2011.0,honda,odyssey ex-l,excellent,6 cylinders,gas,161271.0,clean,automatic,fwd,mini-van,black,3
12509,winchester,2400,2004.0,ford,SCION XA HATCHBACK,good,4 cylinders,gas,171678.0,clean,automatic,fwd,hatchback,grey,3
12510,winchester,7890,2009.0,bmw,535i,like new,6 cylinders,gas,99775.0,clean,automatic,rwd,sedan,blue,1
12511,winchester,13995,2010.0,jeep,wrangler,excellent,6 cylinders,gas,113000.0,clean,automatic,4wd,SUV,white,2
12512,winchester,5000,2007.0,subaru,impreza,good,4 cylinders,gas,177000.0,clean,automatic,4wd,sedan,blue,1
12513,winchester,25995,2002.0,ford,excursion limited,excellent,6 cylinders,diesel,126000.0,clean,automatic,4wd,SUV,white,2
12514,winchester,12999,2009.0,ford,e-450,excellent,6 cylinders,diesel,94352.0,clean,automatic,4wd,other,white,2
12515,winchester,5000,2007.0,ford,scion tc,good,4 cylinders,gas,112180.0,clean,manual,fwd,hatchback,silver,3
12516,winchester,17995,2013.0,chevrolet,silverado 2500hd,excellent,6 cylinders,gas,130000.0,clean,automatic,4wd,SUV,white,2
12517,winchester,19495,2016.0,bmw,x1,excellent,6 cylinders,gas,31779.0,clean,automatic,4wd,SUV,black,1
12518,winchester,32999,2013.0,ford,f-350,excellent,6 cylinders,other,140959.0,clean,automatic,4wd,pickup,black,1
12519,winchester,13900,2004.0,harley-davidson,edition,excellent,8 cylinders,diesel,136000.0,rebuilt,automatic,4wd,SUV,orange,1
12520,winchester,12900,2003.0,ford,f550 4x4,good,8 cylinders,diesel,208200.0,clean,automatic,4wd,truck,white,2
12521,winchester,2500,2003.0,audi,a4 1.8t quattro,fair,4 cylinders,gas,91000.0,clean,manual,4wd,SUV,white,2
12522,winchester,27995,2011.0,ford,f350,excellent,6 cylinders,diesel,80000.0,clean,automatic,4wd,SUV,white,2
12523,winchester,25995,2008.0,ram,3500,excellent,6 cylinders,diesel,159000.0,clean,manual,4wd,SUV,white,2
12524,winchester,18999,2013.0,ford,f150 xlt 4wd,excellent,6 cylinders,gas,94945.0,clean,automatic,4wd,truck,black,1
12525,winchester,11995,2008.0,ram,1500,excellent,6 cylinders,gas,145000.0,clean,automatic,4wd,SUV,white,2
12526,winchester,6995,2004.0,honda,pilot,excellent,6 cylinders,gas,150000.0,clean,automatic,4wd,SUV,white,2
12527,winchester,17995,2009.0,chevrolet,silverado,excellent,6 cylinders,gas,140000.0,clean,automatic,4wd,SUV,white,2
12528,winchester,3690,2003.0,chevrolet,trail blazer 4x4,excellent,6 cylinders,gas,154329.0,clean,automatic,4wd,SUV,grey,1
12529,winchester,6000,2007.0,bmw,550i,good,8 cylinders,gas,126000.0,clean,automatic,rwd,sedan,black,1
12530,winchester,9500,2002.0,ford,f350,good,8 cylinders,diesel,99185.07784431137,clean,automatic,4wd,pickup,white,2
12531,winchester,7990,2011.0,kia,sorento awd,excellent,4 cylinders,gas,104807.0,clean,automatic,4wd,SUV,white,2
12532,winchester,6000,1999.0,ford,f-150,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
12533,winchester,8477,2012.0,hyundai,genesis,excellent,6 cylinders,gas,127430.0,clean,automatic,4wd,sedan,silver,2
12534,winchester,1950,2000.0,ford,oldsmobile alero,excellent,6 cylinders,gas,124000.0,clean,automatic,4wd,SUV,white,2
12535,winchester,16000,2006.0,ram,2500,excellent,8 cylinders,gas,99185.07784431137,clean,automatic,4wd,pickup,white,2
12536,winchester,15800,2011.0,jeep,grand cherokee limited,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,grey,1
12537,winchester,8477,2011.0,gmc,acadia,excellent,6 cylinders,gas,125660.0,clean,automatic,4wd,wagon,silver,2
12538,winchester,3995,2006.0,ford,Scion tC,excellent,4 cylinders,gas,125000.0,clean,manual,fwd,hatchback,blue,3
12539,winchester,2400,2004.0,ford,SCION XA HATCHBACK,good,4 cylinders,gas,171678.0,clean,automatic,fwd,hatchback,grey,3
12540,winchester,11995,2014.0,volkswagen,passat,excellent,6 cylinders,diesel,81210.0,clean,automatic,4wd,sedan,white,2
12541,winchester,5990,2006.0,chevrolet,taho k1500,excellent,8 cylinders,gas,156219.0,clean,automatic,4wd,SUV,white,2
12542,winchester,2999,2005.0,ford,SAAB 9-5,excellent,4 cylinders,gas,184499.0,clean,automatic,fwd,sedan,white,3
12543,winchester,12495,2015.0,hyundai,tucson,excellent,4 cylinders,gas,68670.0,clean,automatic,fwd,SUV,black,3
12544,winchester,11995,2014.0,toyota,sienna,excellent,6 cylinders,gas,103357.0,clean,automatic,fwd,mini-van,black,3
12545,winchester,14995,2015.0,toyota,rav4,excellent,4 cylinders,gas,102118.0,clean,automatic,4wd,SUV,red,2
12546,winchester,7499,2013.0,nissan,altima,excellent,4 cylinders,gas,93176.0,clean,automatic,fwd,sedan,white,3
12547,winchester,14995,2016.0,kia,optima,excellent,4 cylinders,gas,38163.0,clean,automatic,fwd,sedan,white,3
12548,winchester,13495,2013.0,honda,pilot,excellent,6 cylinders,gas,122627.0,clean,automatic,4wd,SUV,silver,2
12549,winchester,6995,2009.0,jeep,patriot,excellent,4 cylinders,gas,96051.0,clean,automatic,4wd,SUV,white,2
12550,winchester,19495,2016.0,bmw,x1,excellent,6 cylinders,gas,41568.0,clean,automatic,4wd,SUV,brown,1
12551,winchester,11995,2014.0,ford,escape,excellent,4 cylinders,gas,75605.0,clean,automatic,fwd,SUV,white,3
12552,winchester,13995,2016.0,ford,edge,excellent,4 cylinders,gas,109600.0,clean,automatic,fwd,SUV,white,3
12553,winchester,27995,2017.0,acura,mdx,excellent,6 cylinders,gas,76141.0,clean,automatic,4wd,SUV,white,2
12554,winchester,4500,2010.0,mazda,3,good,4 cylinders,gas,99185.07784431137,clean,automatic,fwd,sedan,grey,3
12555,winchester,6750,2005.0,subaru,impreza,excellent,4 cylinders,gas,69000.0,clean,manual,4wd,wagon,blue,1
12556,winchester,6995,2007.0,honda,cr-v,excellent,4 cylinders,gas,157000.0,clean,automatic,4wd,SUV,blue,1
12557,winchester,6295,2006.0,bmw,x3,excellent,6 cylinders,gas,124500.0,clean,automatic,4wd,SUV,black,1
12558,winchester,13995,2012.0,chevrolet,camaro,excellent,6 cylinders,gas,72471.0,clean,automatic,rwd,coupe,white,2
12559,winchester,4999,2004.0,bmw,325,excellent,6 cylinders,gas,106999.0,clean,automatic,rwd,coupe,silver,2
12560,winchester,6495,2006.0,bmw,530,excellent,6 cylinders,gas,102470.0,clean,automatic,rwd,sedan,blue,1
12561,winchester,8400,2013.0,toyota,corolla,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,fwd,sedan,red,3
12562,winchester,21995,2012.0,jeep,wrangler unlimi,excellent,6 cylinders,gas,87450.0,clean,automatic,4wd,SUV,black,1
12563,winchester,9499,2014.0,ford,fusion,excellent,4 cylinders,hybrid,78800.0,clean,automatic,fwd,sedan,white,3
12564,winchester,6977,2014.0,nissan,altima,excellent,6 cylinders,gas,112025.0,clean,automatic,fwd,sedan,white,3
12565,winchester,3000,2009.0,kia,rio,excellent,4 cylinders,gas,188388.0,clean,automatic,fwd,sedan,blue,3
12566,winchester,8777,2011.0,bmw,328i,excellent,6 cylinders,gas,98585.0,clean,automatic,4wd,sedan,black,1
12567,winchester,18900,2000.0,ford,f350 turbo diesel 4x4 dump,good,8 cylinders,diesel,99185.07784431137,clean,automatic,4wd,truck,orange,1
12568,winchester,4750,2007.0,nissan,xterra off-road,excellent,6 cylinders,gas,148.0,clean,automatic,rwd,SUV,grey,1
12569,winchester,14799,2012.0,chevrolet,avalanche ltz 4x4,excellent,8 cylinders,gas,151777.0,clean,automatic,4wd,truck,black,1
12570,winchester,2400,2004.0,ford,SCION XA HATCHBACK,good,4 cylinders,gas,171678.0,clean,automatic,fwd,hatchback,grey,3
